datetime	wtr_0	wtr_1	wtr_2	wtr_3	wtr_4	wtr_5
2021-06-14 14:05:00		26.638	22.295	18.176	13.843	10.497
2021-06-14 14:10:00		26.638	22.305	18.144	13.908	10.486
2021-06-14 14:15:00		26.606	22.305	18.048	13.918	10.465
2021-06-14 14:20:00		26.595	22.252	17.951	13.908	10.379
2021-06-14 14:25:00		26.671	22.316	17.919	13.822	10.325
2021-06-14 14:30:00		26.692	22.316	18.015	13.822	10.379
2021-06-14 14:35:00		26.692	22.348	18.005	13.79	10.422
2021-06-14 14:40:00		26.671	22.348	17.972	13.8	10.465
2021-06-14 14:45:00		26.649	22.423	17.972	13.897	10.529
2021-06-14 14:50:00		26.628	22.445	17.876	13.94	10.54
2021-06-14 14:55:00		26.649	22.52	17.876	14.015	10.508
2021-06-14 15:00:00		26.692	22.584	17.812	13.961	10.519
2021-06-14 15:05:00		26.746	22.649	17.79	13.876	10.508
2021-06-14 15:10:00		26.724	22.498	17.812	13.811	10.508
2021-06-14 15:15:00		26.713	22.456	17.79	13.822	10.486
2021-06-14 15:20:00		26.81	22.52	17.855	13.79	10.497
2021-06-14 15:25:00		26.831	22.563	17.919	13.779	10.508
2021-06-14 15:30:00		26.778	22.498	17.897	13.822	10.508
2021-06-14 15:35:00		26.767	22.434	17.897	13.811	10.54
2021-06-14 15:40:00		26.756	22.434	17.897	13.865	10.486
2021-06-14 15:45:00		26.81	22.52	17.887	13.865	10.54
2021-06-14 15:50:00		26.81	22.584	17.919	13.79	10.551
2021-06-14 15:55:00		26.831	22.659	17.951	13.725	10.572
2021-06-14 16:00:00		26.842	22.659	17.972	13.629	10.561
2021-06-14 16:05:00		26.831	22.584	17.983	13.607	10.497
2021-06-14 16:10:00		26.789	22.445	17.962	13.607	10.39
2021-06-14 16:15:00		26.831	22.466	17.951	13.65	10.433
2021-06-14 16:20:00		26.831	22.477	18.026	13.65	10.551
2021-06-14 16:25:00		26.896	22.541	18.09	13.64	10.626
2021-06-14 16:30:00		26.896	22.477	18.09	13.629	10.658
2021-06-14 16:35:00		26.939	22.52	18.058	13.586	10.594
2021-06-14 16:40:00		26.949	22.552	18.026	13.554	10.594
2021-06-14 16:45:00		26.896	22.574	17.983	13.586	10.572
2021-06-14 16:50:00		26.864	22.659	18.048	13.607	10.508
2021-06-14 16:55:00		26.853	22.681	18.058	13.586	10.54
2021-06-14 17:00:00		26.874	22.659	18.09	13.629	10.572
2021-06-14 17:05:00		26.917	22.606	18.09	13.607	10.594
2021-06-14 17:10:00		26.971	22.595	18.08	13.629	10.508
2021-06-14 17:15:00		26.917	22.541	18.09	13.747	10.497
2021-06-14 17:20:00		26.874	22.488	18.069	13.768	10.497
2021-06-14 17:25:00		26.842	22.552	18.069	13.725	10.443
2021-06-14 17:30:00		26.81	22.563	18.058	13.715	10.422
2021-06-14 17:35:00		26.821	22.552	18.037	13.758	10.401
2021-06-14 17:40:00		26.874	22.606	18.048	13.8	10.347
2021-06-14 17:45:00		26.928	22.681	18.08	13.843	10.293
2021-06-14 17:50:00		26.917	22.702	18.09	13.918	10.283
2021-06-14 17:55:00		26.939	22.713	18.123	13.94	10.261
2021-06-14 18:00:00		26.96	22.638	18.09	13.951	10.24
2021-06-14 18:05:00		26.949	22.466	18.026	13.897	10.25
2021-06-14 18:10:00		26.939	22.327	18.037	13.843	10.293
2021-06-14 18:15:00		26.896	22.37	18.112	13.833	10.283
2021-06-14 18:20:00		26.874	22.423	18.123	13.854	10.358
2021-06-14 18:25:00		26.896	22.466	18.133	13.897	10.422
2021-06-14 18:30:00		26.885	22.563	18.112	14.015	10.443
2021-06-14 18:35:00		26.896	22.574	18.101	13.993	10.465
2021-06-14 18:40:00		26.885	22.509	18.133	14.015	10.465
2021-06-14 18:45:00		26.906	22.509	18.101	13.94	10.465
2021-06-14 18:50:00		26.896	22.456	18.09	13.843	10.508
2021-06-14 18:55:00		26.896	22.391	18.09	13.736	10.551
2021-06-14 19:00:00		26.906	22.381	18.069	13.682	10.561
2021-06-14 19:05:00		26.917	22.445	18.112	13.715	10.594
2021-06-14 19:10:00		26.917	22.52	18.09	13.715	10.561
2021-06-14 19:15:00		26.949	22.638	18.037	13.8	10.54
2021-06-14 19:20:00		26.949	22.574	17.972	13.79	10.572
2021-06-14 19:25:00		26.917	22.595	17.951	13.8	10.658
2021-06-14 19:30:00		26.864	22.574	17.876	13.758	10.722
2021-06-14 19:35:00		26.949	22.477	17.897	13.736	10.669
2021-06-14 19:40:00		26.96	22.445	17.94	13.725	10.604
2021-06-14 19:45:00		26.982	22.434	17.972	13.833	10.561
2021-06-14 19:50:00		26.992	22.423	18.015	13.993	10.551
2021-06-14 19:55:00		26.992	22.466	18.037	13.993	10.583
2021-06-14 20:00:00		27.046	22.402	17.994	14.026	10.561
2021-06-14 20:05:00		27.024	22.402	18.026	13.94	10.519
2021-06-14 20:10:00		27.046	22.37	17.951	13.876	10.529
2021-06-14 20:15:00		27.035	22.423	17.994	13.704	10.572
2021-06-14 20:20:00		27.057	22.381	18.005	13.586	10.54
2021-06-14 20:25:00		26.982	22.477	18.037	13.532	10.519
2021-06-14 20:30:00		27.003	22.509	18.037	13.607	10.497
2021-06-14 20:35:00		26.992	22.498	18.026	13.693	10.465
2021-06-14 20:40:00		26.992	22.584	18.048	13.64	10.486
2021-06-14 20:45:00		27.014	22.509	18.015	13.65	10.454
2021-06-14 20:50:00		26.971	22.488	18.005	13.64	10.433
2021-06-14 20:55:00		26.96	22.488	17.951	13.65	10.422
2021-06-14 21:00:00		26.96	22.445	17.897	13.682	10.379
2021-06-14 21:05:00		26.939	22.445	17.887	13.715	10.336
2021-06-14 21:10:00		26.928	22.445	17.865	13.779	10.39
2021-06-14 21:15:00		26.906	22.498	17.897	13.79	10.433
2021-06-14 21:20:00		26.896	22.445	17.855	13.822	10.476
2021-06-14 21:25:00		26.885	22.466	17.908	13.8	10.476
2021-06-14 21:30:00		26.874	22.509	17.919	13.79	10.476
2021-06-14 21:35:00		26.831	22.509	17.951	13.725	10.454
2021-06-14 21:40:00		26.831	22.541	17.951	13.736	10.465
2021-06-14 21:45:00		26.821	22.574	17.983	13.715	10.476
2021-06-14 21:50:00		26.799	22.574	18.005	13.672	10.422
2021-06-14 21:55:00		26.81	22.574	17.994	13.682	10.379
2021-06-14 22:00:00		26.767	22.595	18.015	13.65	10.347
2021-06-14 22:05:00		26.767	22.584	18.026	13.661	10.315
2021-06-14 22:10:00		26.767	22.595	18.015	13.661	10.304
2021-06-14 22:15:00		26.746	22.595	17.994	13.693	10.293
2021-06-14 22:20:00		26.756	22.563	17.994	13.715	10.283
2021-06-14 22:25:00		26.713	22.52	17.994	13.747	10.293
2021-06-14 22:30:00		26.703	22.52	17.994	13.768	10.325
2021-06-14 22:35:00		26.681	22.52	18.015	13.779	10.347
2021-06-14 22:40:00		26.671	22.456	18.026	13.8	10.379
2021-06-14 22:45:00		26.671	22.466	18.037	13.8	10.411
2021-06-14 22:50:00		26.638	22.52	18.048	13.779	10.401
2021-06-14 22:55:00		26.617	22.531	18.048	13.833	10.454
2021-06-14 23:00:00		26.628	22.488	18.026	13.822	10.486
2021-06-14 23:05:00		26.585	22.498	18.015	13.822	10.486
2021-06-14 23:10:00		26.595	22.541	18.005	13.843	10.519
2021-06-14 23:15:00		26.574	22.477	17.994	13.811	10.561
2021-06-14 23:20:00		26.585	22.498	17.983	13.8	10.551
2021-06-14 23:25:00		26.574	22.541	17.994	13.811	10.54
2021-06-14 23:30:00		26.553	22.488	17.962	13.8	10.529
2021-06-14 23:35:00		26.531	22.531	17.994	13.747	10.519
2021-06-14 23:40:00		26.531	22.52	17.983	13.768	10.508
2021-06-14 23:45:00		26.488	22.488	18.005	13.79	10.529
2021-06-14 23:50:00		26.477	22.498	18.015	13.811	10.551
2021-06-14 23:55:00		26.477	22.498	18.015	13.811	10.561
2021-06-15 00:00:00		26.467	22.466	18.015	13.811	10.529
2021-06-15 00:05:00		26.445	22.456	18.015	13.854	10.519
2021-06-15 00:10:00		26.424	22.423	18.037	13.822	10.508
2021-06-15 00:15:00		26.402	22.434	18.069	13.833	10.486
2021-06-15 00:20:00		26.413	22.434	18.048	13.8	10.476
2021-06-15 00:25:00		26.402	22.456	18.048	13.822	10.465
2021-06-15 00:30:00		26.381	22.488	18.037	13.79	10.465
2021-06-15 00:35:00		26.381	22.477	18.058	13.779	10.497
2021-06-15 00:40:00		26.37	22.488	18.069	13.79	10.519
2021-06-15 00:45:00		26.338	22.509	18.026	13.747	10.508
2021-06-15 00:50:00		26.338	22.52	18.037	13.747	10.529
2021-06-15 00:55:00		26.317	22.52	18.026	13.758	10.529
2021-06-15 01:00:00		26.317	22.531	18.005	13.758	10.54
2021-06-15 01:05:00		26.306	22.509	17.983	13.779	10.54
2021-06-15 01:10:00		26.274	22.52	17.983	13.779	10.551
2021-06-15 01:15:00		26.252	22.52	17.994	13.79	10.551
2021-06-15 01:20:00		26.274	22.509	17.972	13.833	10.529
2021-06-15 01:25:00		26.252	22.52	17.951	13.833	10.519
2021-06-15 01:30:00		26.231	22.498	17.94	13.865	10.519
2021-06-15 01:35:00		26.231	22.498	17.972	13.843	10.476
2021-06-15 01:40:00		26.209	22.509	17.94	13.876	10.476
2021-06-15 01:45:00		26.209	22.498	17.93	13.854	10.443
2021-06-15 01:50:00		26.199	22.531	17.951	13.833	10.454
2021-06-15 01:55:00		26.188	22.498	17.962	13.822	10.454
2021-06-15 02:00:00		26.145	22.52	17.93	13.8	10.433
2021-06-15 02:05:00		26.145	22.531	17.94	13.779	10.422
2021-06-15 02:10:00		26.124	22.509	17.951	13.747	10.422
2021-06-15 02:15:00		26.124	22.466	17.972	13.725	10.422
2021-06-15 02:20:00		26.102	22.509	17.951	13.725	10.433
2021-06-15 02:25:00		26.081	22.477	17.972	13.715	10.433
2021-06-15 02:30:00		26.07	22.488	17.972	13.704	10.454
2021-06-15 02:35:00		26.081	22.509	17.983	13.693	10.454
2021-06-15 02:40:00		26.038	22.477	17.983	13.672	10.443
2021-06-15 02:45:00		26.038	22.456	17.962	13.682	10.443
2021-06-15 02:50:00		26.027	22.477	17.983	13.672	10.476
2021-06-15 02:55:00		26.027	22.445	17.962	13.672	10.465
2021-06-15 03:00:00		26.038	22.477	17.983	13.682	10.465
2021-06-15 03:05:00		26.006	22.477	17.983	13.693	10.476
2021-06-15 03:10:00		26.006	22.498	17.972	13.672	10.454
2021-06-15 03:15:00		25.973	22.498	17.972	13.661	10.454
2021-06-15 03:20:00		25.973	22.488	17.972	13.661	10.497
2021-06-15 03:25:00		25.952	22.477	17.962	13.661	10.465
2021-06-15 03:30:00		25.931	22.488	17.972	13.682	10.443
2021-06-15 03:35:00		25.92	22.456	17.962	13.704	10.454
2021-06-15 03:40:00		25.909	22.509	17.972	13.693	10.465
2021-06-15 03:45:00		25.909	22.488	18.005	13.715	10.433
2021-06-15 03:50:00		25.877	22.498	17.972	13.693	10.476
2021-06-15 03:55:00		25.866	22.477	17.994	13.725	10.476
2021-06-15 04:00:00		25.866	22.477	17.962	13.747	10.454
2021-06-15 04:05:00		25.845	22.477	17.983	13.758	10.443
2021-06-15 04:10:00		25.845	22.466	17.994	13.747	10.443
2021-06-15 04:15:00		25.813	22.477	17.972	13.768	10.443
2021-06-15 04:20:00		25.802	22.477	17.972	13.747	10.443
2021-06-15 04:25:00		25.77	22.541	17.951	13.779	10.422
2021-06-15 04:30:00		25.77	22.531	17.994	13.779	10.422
2021-06-15 04:35:00		25.77	22.498	17.972	13.779	10.411
2021-06-15 04:40:00		25.748	22.509	17.983	13.822	10.401
2021-06-15 04:45:00		25.716	22.498	17.962	13.8	10.39
2021-06-15 04:50:00		25.705	22.541	17.994	13.779	10.39
2021-06-15 04:55:00		25.716	22.488	17.972	13.822	10.422
2021-06-15 05:00:00		25.695	22.509	17.972	13.8	10.411
2021-06-15 05:05:00		25.673	22.498	17.962	13.79	10.422
2021-06-15 05:10:00		25.673	22.488	17.951	13.8	10.411
2021-06-15 05:15:00		25.662	22.488	17.972	13.811	10.443
2021-06-15 05:20:00		25.652	22.541	17.951	13.822	10.454
2021-06-15 05:25:00		25.652	22.52	17.94	13.833	10.465
2021-06-15 05:30:00		25.609	22.509	17.962	13.843	10.476
2021-06-15 05:35:00		25.587	22.498	17.962	13.822	10.497
2021-06-15 05:40:00		25.598	22.541	17.951	13.811	10.476
2021-06-15 05:45:00		25.587	22.509	17.94	13.822	10.465
2021-06-15 05:50:00		25.566	22.541	17.972	13.8	10.486
2021-06-15 05:55:00		25.566	22.488	17.983	13.779	10.486
2021-06-15 06:00:00		25.523	22.488	17.972	13.758	10.476
2021-06-15 06:05:00		25.534	22.498	17.972	13.758	10.476
2021-06-15 06:10:00		25.512	22.509	17.983	13.758	10.476
2021-06-15 06:15:00		25.523	22.488	17.962	13.736	10.476
2021-06-15 06:20:00		25.502	22.498	18.005	13.725	10.476
2021-06-15 06:25:00		25.502	22.488	18.005	13.725	10.465
2021-06-15 06:30:00		25.491	22.456	17.994	13.747	10.497
2021-06-15 06:35:00		25.48	22.466	17.994	13.715	10.497
2021-06-15 06:40:00		25.469	22.498	18.015	13.747	10.497
2021-06-15 06:45:00		25.448	22.477	17.983	13.725	10.476
2021-06-15 06:50:00		25.448	22.466	17.983	13.715	10.476
2021-06-15 06:55:00		25.416	22.477	17.983	13.715	10.486
2021-06-15 07:00:00		25.416	22.498	17.983	13.715	10.476
2021-06-15 07:05:00		25.426	22.488	18.005	13.704	10.476
2021-06-15 07:10:00		25.405	22.498	17.983	13.715	10.454
2021-06-15 07:15:00		25.384	22.477	17.972	13.725	10.433
2021-06-15 07:20:00		25.384	22.541	17.972	13.725	10.465
2021-06-15 07:25:00		25.384	22.541	17.972	13.693	10.443
2021-06-15 07:30:00		25.384	22.531	17.962	13.736	10.422
2021-06-15 07:35:00		25.362	22.498	17.951	13.725	10.411
2021-06-15 07:40:00		25.384	22.498	17.951	13.758	10.433
2021-06-15 07:45:00		25.405	22.498	17.94	13.725	10.422
2021-06-15 07:50:00		25.373	22.52	17.972	13.747	10.379
2021-06-15 07:55:00		25.362	22.52	17.962	13.768	10.401
2021-06-15 08:00:00		25.351	22.52	17.951	13.768	10.39
2021-06-15 08:05:00		25.373	22.477	17.972	13.8	10.401
2021-06-15 08:10:00		25.362	22.509	17.951	13.779	10.401
2021-06-15 08:15:00		25.33	22.498	18.005	13.811	10.401
2021-06-15 08:20:00		25.373	22.498	17.972	13.79	10.368
2021-06-15 08:25:00		25.362	22.498	17.972	13.768	10.368
2021-06-15 08:30:00		25.33	22.498	18.015	13.747	10.401
2021-06-15 08:35:00		25.384	22.52	17.972	13.736	10.379
2021-06-15 08:40:00		25.405	22.509	17.983	13.747	10.39
2021-06-15 08:45:00		25.351	22.541	18.026	13.747	10.401
2021-06-15 08:50:00		25.351	22.541	18.026	13.736	10.379
2021-06-15 08:55:00		25.384	22.531	18.005	13.736	10.411
2021-06-15 09:00:00		25.373	22.531	18.015	13.704	10.433
2021-06-15 09:05:00		25.373	22.509	18.005	13.725	10.422
2021-06-15 09:10:00		25.351	22.509	17.972	13.704	10.39
2021-06-15 09:15:00		25.394	22.477	17.972	13.693	10.433
2021-06-15 09:20:00		25.362	22.52	18.005	13.736	10.433
2021-06-15 09:25:00		25.405	22.541	18.005	13.779	10.454
2021-06-15 09:30:00		25.405	22.531	18.026	13.779	10.465
2021-06-15 09:35:00		25.373	22.574	18.026	13.822	10.465
2021-06-15 09:40:00		25.33	22.574	18.048	13.811	10.476
2021-06-15 09:45:00		25.362	22.574	17.972	13.768	10.433
2021-06-15 09:50:00		25.384	22.552	17.983	13.736	10.454
2021-06-15 09:55:00		25.384	22.541	17.951	13.682	10.422
2021-06-15 10:00:00		25.384	22.595	17.972	13.715	10.422
2021-06-15 10:05:00		25.448	22.606	17.951	13.725	10.454
2021-06-15 10:10:00		25.405	22.67	18.048	13.779	10.443
2021-06-15 10:15:00		25.351	22.713	18.015	13.79	10.433
2021-06-15 10:20:00		25.384	22.713	18.005	13.779	10.465
2021-06-15 10:25:00		25.394	22.713	17.972	13.779	10.454
2021-06-15 10:30:00		25.426	22.692	17.94	13.736	10.422
2021-06-15 10:35:00		25.362	22.724	17.972	13.768	10.422
2021-06-15 10:40:00		25.384	22.702	17.972	13.8	10.411
2021-06-15 10:45:00		25.426	22.713	17.972	13.79	10.411
2021-06-15 10:50:00		25.426	22.745	17.962	13.822	10.411
2021-06-15 10:55:00		25.459	22.734	17.994	13.833	10.422
2021-06-15 11:00:00		25.448	22.713	18.026	13.833	10.411
2021-06-15 11:05:00		25.405	22.767	18.005	13.822	10.411
2021-06-15 11:10:00		25.405	22.745	18.026	13.843	10.411
2021-06-15 11:15:00		25.394	22.702	18.005	13.779	10.401
2021-06-15 11:20:00		25.437	22.681	17.951	13.768	10.401
2021-06-15 11:25:00		25.416	22.67	17.919	13.758	10.411
2021-06-15 11:30:00		25.405	22.616	17.897	13.725	10.401
2021-06-15 11:35:00		25.394	22.627	17.93	13.715	10.422
2021-06-15 11:40:00		25.416	22.692	17.972	13.8	10.443
2021-06-15 11:45:00		25.416	22.702	18.08	13.79	10.476
2021-06-15 11:50:00		25.437	22.734	18.133	13.843	10.529
2021-06-15 11:55:00		25.448	22.756	18.198	13.876	10.497
2021-06-15 12:00:00		25.459	22.734	18.144	13.822	10.454
2021-06-15 12:05:00		25.437	22.713	18.133	13.822	10.422
2021-06-15 12:10:00		25.426	22.681	18.133	13.704	10.379
2021-06-15 12:15:00		25.448	22.713	18.08	13.672	10.347
2021-06-15 12:20:00		25.426	22.745	18.112	13.682	10.39
2021-06-15 12:25:00		25.448	22.788	18.101	13.725	10.433
2021-06-15 12:30:00		25.448	22.649	18.155	13.747	10.476
2021-06-15 12:35:00		25.459	22.659	18.133	13.725	10.497
2021-06-15 12:40:00		25.491	22.649	18.133	13.715	10.476
2021-06-15 12:45:00		25.491	22.638	18.069	13.736	10.476
2021-06-15 12:50:00		25.502	22.563	18.015	13.682	10.465
2021-06-15 12:55:00		25.491	22.552	17.983	13.768	10.476
2021-06-15 13:00:00		25.534	22.584	18.005	13.843	10.465
2021-06-15 13:05:00		25.566	22.595	18.048	13.929	10.433
2021-06-15 13:10:00		25.566	22.649	18.133	13.972	10.433
2021-06-15 13:15:00		25.577	22.659	18.208	13.94	10.433
2021-06-15 13:20:00		25.587	22.692	18.219	13.972	10.368
2021-06-15 13:25:00		25.587	22.67	18.08	13.897	10.347
2021-06-15 13:30:00		25.587	22.692	18.005	13.833	10.304
2021-06-15 13:35:00		25.598	22.734	18.015	13.779	10.293
2021-06-15 13:40:00		25.619	22.777	17.951	13.747	10.325
2021-06-15 13:45:00		25.619	22.874	17.972	13.768	10.358
2021-06-15 13:50:00		25.652	22.96	17.972	13.779	10.401
2021-06-15 13:55:00		25.684	23.024	18.037	13.897	10.443
2021-06-15 14:00:00		25.684	23.035	18.058	13.929	10.422
2021-06-15 14:05:00		25.641	23.013	18.015	13.918	10.422
2021-06-15 14:10:00		25.705	22.917	18.048	13.908	10.433
2021-06-15 14:15:00		25.737	22.831	18.058	13.876	10.433
2021-06-15 14:20:00		25.737	22.713	18.058	13.897	10.39
2021-06-15 14:25:00		25.759	22.681	18.015	13.918	10.347
2021-06-15 14:30:00		25.77	22.702	17.994	13.929	10.315
2021-06-15 14:35:00		25.78	22.713	18.069	13.876	10.368
2021-06-15 14:40:00		25.802	22.82	18.133	13.897	10.411
2021-06-15 14:45:00		25.813	22.885	18.09	13.822	10.411
2021-06-15 14:50:00		25.813	22.842	18.112	13.79	10.433
2021-06-15 14:55:00		25.813	22.788	18.048	13.811	10.454
2021-06-15 15:00:00		25.813	22.788	18.005	13.715	10.443
2021-06-15 15:05:00		25.813	22.756	18.069	13.629	10.497
2021-06-15 15:10:00		25.813	22.681	18.123	13.629	10.551
2021-06-15 15:15:00		25.823	22.627	18.198	13.715	10.572
2021-06-15 15:20:00		25.866	22.649	18.251	13.768	10.626
2021-06-15 15:25:00		25.834	22.692	18.198	13.79	10.615
2021-06-15 15:30:00		25.834	22.681	18.241	13.8	10.594
2021-06-15 15:35:00		25.877	22.745	18.176	13.758	10.54
2021-06-15 15:40:00		25.802	22.756	18.09	13.747	10.454
2021-06-15 15:45:00		25.845	22.799	18.123	13.725	10.347
2021-06-15 15:50:00		25.855	22.799	18.198	13.693	10.358
2021-06-15 15:55:00		25.855	22.788	18.176	13.682	10.411
2021-06-15 16:00:00		25.888	22.842	18.208	13.758	10.454
2021-06-15 16:05:00		25.898	22.885	18.23	13.779	10.422
2021-06-15 16:10:00		25.909	22.852	18.198	13.79	10.368
2021-06-15 16:15:00		25.92	22.895	18.208	13.8	10.347
2021-06-15 16:20:00		25.963	22.938	18.176	13.768	10.325
2021-06-15 16:25:00		26.038	22.938	18.133	13.779	10.336
2021-06-15 16:30:00		26.006	22.863	18.123	13.865	10.336
2021-06-15 16:35:00		26.016	22.874	18.123	13.854	10.368
2021-06-15 16:40:00		26.006	22.917	18.069	13.951	10.379
2021-06-15 16:45:00		25.984	22.96	18.09	13.972	10.336
2021-06-15 16:50:00		26.006	22.895	18.133	13.972	10.336
2021-06-15 16:55:00		26.038	22.917	18.09	14.004	10.347
2021-06-15 17:00:00		25.984	22.927	18.112	14.026	10.358
2021-06-15 17:05:00		26.006	22.895	18.155	13.94	10.368
2021-06-15 17:10:00		26.07	22.863	18.133	13.908	10.401
2021-06-15 17:15:00		26.081	22.874	18.08	13.908	10.411
2021-06-15 17:20:00		26.081	22.874	18.166	13.972	10.411
2021-06-15 17:25:00		26.07	22.949	18.166	13.993	10.401
2021-06-15 17:30:00		26.091	22.927	18.144	13.972	10.411
2021-06-15 17:35:00		26.081	22.885	18.144	13.961	10.411
2021-06-15 17:40:00		26.113	22.799	18.155	13.876	10.401
2021-06-15 17:45:00		26.102	22.745	18.241	13.8	10.39
2021-06-15 17:50:00		26.124	22.745	18.23	13.779	10.379
2021-06-15 17:55:00		26.124	22.713	18.23	13.833	10.325
2021-06-15 18:00:00		26.134	22.659	18.305	13.8	10.39
2021-06-15 18:05:00		26.145	22.702	18.241	13.833	10.411
2021-06-15 18:10:00		26.145	22.82	18.198	13.854	10.433
2021-06-15 18:15:00		26.145	22.938	18.219	13.865	10.465
2021-06-15 18:20:00		26.124	23.013	18.273	13.822	10.519
2021-06-15 18:25:00		26.134	23.088	18.251	13.79	10.551
2021-06-15 18:30:00		26.091	23.056	18.187	13.725	10.615
2021-06-15 18:35:00		26.113	23.088	18.09	13.65	10.615
2021-06-15 18:40:00		26.102	23.099	18.08	13.65	10.615
2021-06-15 18:45:00		26.091	23.11	18.112	13.715	10.658
2021-06-15 18:50:00		26.113	23.121	18.112	13.758	10.69
2021-06-15 18:55:00		26.124	23.185	18.144	13.822	10.658
2021-06-15 19:00:00		26.145	23.163	18.176	13.876	10.647
2021-06-15 19:05:00		26.177	23.11	18.187	13.843	10.561
2021-06-15 19:10:00		26.188	23.035	18.176	13.822	10.519
2021-06-15 19:15:00		26.188	22.981	18.112	13.779	10.422
2021-06-15 19:20:00		26.188	22.949	18.133	13.833	10.422
2021-06-15 19:25:00		26.188	22.927	18.198	13.897	10.379
2021-06-15 19:30:00		26.199	22.938	18.23	13.929	10.293
2021-06-15 19:35:00		26.177	23.003	18.198	13.961	10.272
2021-06-15 19:40:00		26.145	23.035	18.262	14.004	10.293
2021-06-15 19:45:00		26.134	23.099	18.262	13.94	10.283
2021-06-15 19:50:00		26.134	23.078	18.241	13.833	10.325
2021-06-15 19:55:00		26.145	23.056	18.23	13.811	10.272
2021-06-15 20:00:00		26.156	23.035	18.187	13.833	10.25
2021-06-15 20:05:00		26.166	23.003	18.176	13.822	10.283
2021-06-15 20:10:00		26.199	22.981	18.155	13.865	10.336
2021-06-15 20:15:00		26.188	22.981	18.112	13.854	10.39
2021-06-15 20:20:00		26.177	23.003	18.09	13.897	10.411
2021-06-15 20:25:00		26.199	23.045	18.09	13.929	10.433
2021-06-15 20:30:00		26.188	23.056	18.112	13.94	10.433
2021-06-15 20:35:00		26.231	23.035	18.112	13.972	10.422
2021-06-15 20:40:00		26.231	23.003	18.112	13.929	10.443
2021-06-15 20:45:00		26.242	22.96	18.112	13.929	10.465
2021-06-15 20:50:00		26.242	22.97	18.144	13.897	10.465
2021-06-15 20:55:00		26.284	22.949	18.187	13.876	10.486
2021-06-15 21:00:00		26.263	22.97	18.166	13.897	10.519
2021-06-15 21:05:00		26.295	22.917	18.198	13.897	10.529
2021-06-15 21:10:00		26.274	22.938	18.166	13.833	10.583
2021-06-15 21:15:00		26.263	22.96	18.176	13.79	10.615
2021-06-15 21:20:00		26.263	22.949	18.144	13.704	10.637
2021-06-15 21:25:00		26.231	22.938	18.166	13.682	10.604
2021-06-15 21:30:00		26.22	22.906	18.176	13.661	10.561
2021-06-15 21:35:00		26.22	22.874	18.208	13.661	10.508
2021-06-15 21:40:00		26.209	22.906	18.251	13.693	10.486
2021-06-15 21:45:00		26.199	22.842	18.284	13.758	10.422
2021-06-15 21:50:00		26.166	22.82	18.284	13.79	10.401
2021-06-15 21:55:00		26.145	22.82	18.251	13.8	10.347
2021-06-15 22:00:00		26.145	22.885	18.251	13.822	10.336
2021-06-15 22:05:00		26.113	22.852	18.208	13.822	10.336
2021-06-15 22:10:00		26.113	22.852	18.187	13.822	10.325
2021-06-15 22:15:00		26.102	22.885	18.155	13.833	10.401
2021-06-15 22:20:00		26.091	22.852	18.166	13.833	10.368
2021-06-15 22:25:00		26.091	22.874	18.166	13.854	10.379
2021-06-15 22:30:00		26.07	22.863	18.166	13.876	10.379
2021-06-15 22:35:00		26.048	22.863	18.155	13.897	10.368
2021-06-15 22:40:00		26.016	22.895	18.155	13.908	10.368
2021-06-15 22:45:00		26.027	22.895	18.112	13.918	10.358
2021-06-15 22:50:00		26.027	22.917	18.09	13.908	10.368
2021-06-15 22:55:00		26.006	22.917	18.058	13.918	10.39
2021-06-15 23:00:00		25.973	22.938	18.058	13.929	10.422
2021-06-15 23:05:00		25.963	22.906	18.015	13.951	10.443
2021-06-15 23:10:00		25.952	22.906	18.005	13.94	10.497
2021-06-15 23:15:00		25.952	22.895	18.026	13.94	10.508
2021-06-15 23:20:00		25.92	22.874	18.048	13.929	10.572
2021-06-15 23:25:00		25.931	22.863	18.037	13.918	10.561
2021-06-15 23:30:00		25.898	22.81	18.058	13.908	10.561
2021-06-15 23:35:00		25.888	22.885	18.08	13.886	10.519
2021-06-15 23:40:00		25.888	22.81	18.08	13.833	10.443
2021-06-15 23:45:00		25.855	22.852	18.08	13.822	10.401
2021-06-15 23:50:00		25.845	22.852	18.09	13.8	10.401
2021-06-15 23:55:00		25.834	22.842	18.101	13.811	10.336
2021-06-16 00:00:00		25.823	22.842	18.123	13.779	10.368
2021-06-16 00:05:00		25.802	22.842	18.112	13.747	10.347
2021-06-16 00:10:00		25.78	22.863	18.133	13.758	10.358
2021-06-16 00:15:00		25.77	22.852	18.144	13.747	10.379
2021-06-16 00:20:00		25.759	22.863	18.155	13.715	10.411
2021-06-16 00:25:00		25.737	22.874	18.166	13.704	10.443
2021-06-16 00:30:00		25.737	22.863	18.176	13.736	10.443
2021-06-16 00:35:00		25.716	22.874	18.187	13.747	10.454
2021-06-16 00:40:00		25.705	22.895	18.133	13.747	10.486
2021-06-16 00:45:00		25.673	22.874	18.176	13.779	10.497
2021-06-16 00:50:00		25.673	22.906	18.166	13.758	10.508
2021-06-16 00:55:00		25.652	22.917	18.155	13.79	10.476
2021-06-16 01:00:00		25.652	22.906	18.123	13.779	10.486
2021-06-16 01:05:00		25.641	22.927	18.144	13.758	10.454
2021-06-16 01:10:00		25.641	22.927	18.144	13.779	10.433
2021-06-16 01:15:00		25.587	22.906	18.133	13.79	10.433
